Jur	G-Key	Company short name	Domicile	CH-VN	ISIN	Sec.type	Princ.floor	Product name	Security prefix	Security suffix	Maturity	EUZS	
XS	GK000365893	HSBC BANK	402	CH132973566	XS2758873660	6			16.59 % Reverse Convertible	2024-08.08.24 on a Basketle	08.08.2024	   	
XS	GK000365893	HSBC BANK	402	CH132973567	XS2758873744	6			16.67 % Reverse Convertible	2024-08.08.24 on a Basketle	08.08.2024	   	
XS	GK000365893	HSBC BANK	402	CH132973568	XS2758873827	6			12.42 % Reverse Convertible	2024-08.08.24 on a Basketle	08.08.2024	   	
XS	GK000365893	HSBC BANK	402	CH132973569	XS2758874049	6			11.27 % Reverse Convertible	2024-08.08.24 on a Basketle	08.08.2024	   	
XS	GK000365893	HSBC BANK	402	CH132973570	XS2758874551	6			5.69 % Reverse Convertible	2024-09.09.24 on a Baskete	09.09.2024	   	
XS	GK000365893	HSBC BANK	402	CH132973571	XS2759981843	6			8.9 % Reverse Convertible	2024-10.02.25 on a Basket	10.02.2025	   	
XS	GK000365893	HSBC BANK	402	CH132973572	XS2759981926	6			16.23 % Reverse Convertible	2024-09.08.24 on a Basketle	09.08.2024	   	
XS	GK000365893	HSBC BANK	402	CH132973573	XS2760592035	6			10 % Reverse Convertible	2024-09.05.24 on a Basket	09.05.2024	   	
XS	GK000365893	HSBC BANK	402	CH132973574	XS2761122444	6			20 % Reverse Convertible	2024-08.05.24 on a Basket	08.05.2024	   	
XS	GK000365893	HSBC BANK	402	CH132973575	XS2762165970	6			9.57 % Reverse Convertible	2024-10.07.24 on a Baskete	10.07.2024	   	
XS	GK000365893	HSBC BANK	402	CH132973576	XS2762288384	6			25 % Reverse Convertible	2024-09.05.24 on a Basket	09.05.2024	   	
XS	GK000365893	HSBC BANK	402	CH132973577	XS2763407868	6			21.34 % Reverse Convertible	2024-10.05.24 on a Basketle	10.05.2024	   	
XS	GK000132636	Morgan Stanley	730	CH132973590	XS2754685506	6		3 Year EUR Classic Autocallable Note linked to E	Protection Participation	2024-16.02.27 (Exp.09.02.27) on EURO STOXX	16.02.2027	   	
XS	GK000408308	Mor Stan & Co	402	CH132973593	XS2754687387	6		1 Year USD Stability Note Linked to MSCI World I	1.7 % (pro rata0 Reverse Convertible	2024-03.03.25 (Exp.24.02.25) on MSCI World Index	03.03.2025	   	
XS	GK000381915	JP Morgan SP	730	CH132973623	XS1449683520	6		USD 1,000,000 1-Year Credit Linked Notes linked	Structured Note	2024-20.12.24 On BARCLAYS PLC	20.12.2024	   	
XS	GK000132636	Morgan Stanley	730	CH132973625	XS2754686140	6		3 Year EUR Worst of Phoenix Autocall Notes linke	Reverse Convertible	2024-16.02.27 (Exp.09.02.27) on Equities	16.02.2027	   	
XS	GK000365893	HSBC BANK	402	CH132973627	XS2768106424	6		8.70% Autocallable	2.175 % (pro rata) Reverse Convertible	2024-17.02.26 (Exp.09.02.26) on Equities	17.02.2026	   	
XS	GK000513450	BBVA Glob Mrkt	730	CH132973632	XS2695913405	6			2.3008 % (pro rata) Reverse Convertible	2024-10.06.24 on a Basketse Convertible	10.06.2024	   	
XS	GK000513450	BBVA Glob Mrkt	730	CH132973633	XS2695918545	6			21.93 % Reverse Convertible	2024-08.05.24 on NVIDIAible	08.05.2024	   	
XS	GK000513450	BBVA Glob Mrkt	730	CH132973634	XS2695920012	6			15.42 % Reverse Convertible	2024-08.05.24 on a Basketle	08.05.2024	   	
XS	GK000513450	BBVA Glob Mrkt	730	CH132973635	XS2695931480	6			0.97 % (pro rata) Reverse Convertible	2024-05.08.25 on a Basket Convertible	05.08.2025	   	
XS	GK000365893	HSBC BANK	402	CH132973642	XS2768106853	6		Autocallable BRC on CONOCOPHILLIPS	2.2875 % (pro rata) Reverse Convertible	2024-17.02.26 (Exp.09.02.26) on CONOCOPHILLIPS	17.02.2026	   	
XS	GK000365893	HSBC BANK	402	CH132974432	XS2754322704	6		Issue of USD 2,120,000 Automatic Early Redemptio	Underline Tracker	2027-26.01.27 (Exp.19.01.27) on S&P 500 Index	26.01.2027	   	
XS	GK000132636	Morgan Stanley	730	CH132974946	XS2754686652	6		1.5 Year EUR Worst of Issuer Callable Notes link	1.75 % (pro rata) Reverse Convertible	2024-25.08.25 (Exp.11.08.25) on Basket	25.08.2025	   	
XS	GK000381915	JP Morgan SP	730	CH132974952	XS2728947529	6		Issue of Three-Year Autocallable Notes linked to	Underlying Tracker	2024-08.02.27 (Exp.01.02.27) on ESTX50 EUR P	08.02.2027	   	
FR	GK000141097	BNP Paribas Iss	730	CH132974953	FR001400NHY7	6		D RENDEMENT ACTION BNP PARIBAS 3.25 AVRIL 2024	Reverse Convertible	2024-21.04.34 (Exp.05.04.34) on Sol BNP PARIBAS AR 3.25	21.04.2034	   	
XS	GK000360488	Barclays Bank	402	CH132974965	XS2706669574	6		European Barrier Autocallable Notes linked to EU	Reverse Convertible	2024-22.02.29 (Exp.09.02.29) on EURO STOXX	22.02.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH132974979	XS2716251629	6		4Y Phoenix Snowball Worst-of on SX7P (Banks), SX	Reverse Convertible	2024-23.02.28 (Exp.09.02.28) on Indices	23.02.2028	   	
FR	GK000408308	Mor Stan & Co	402	CH132974988	FRIP000009K9	6		Athena Put Leverage sur BNP	Underlying Tracker	2024-14.02.29 (Exp.07.02.29) on BNP Paribas A	14.02.2029	   	
FR	GK000640560	Natixis Str Iss	576	CH132974992	FR001400NXR8	6		STRATEGIE PATRIMOINE MAI 2024	Reverse Convertible	2024-09.05.34 (Exp.02.05.34) on BNP Paribas A	09.05.2034	   	
XS	GK000607359	SG Issuer	576	CH132974995	XS2746296651	6		Phoenix Plus Worst Of on BECTON DICKINSON AND CO	Reverse Convertible	2024-17.02.26 (Exp.09.02.26) on Equities	17.02.2026	   	
XS	GK000141097	BNP Paribas Iss	730	CH132974997	XS2716256180	6		4Y Phoenix Snowball Worst-of on SX7P (Banks), SX	Reverse Convertible	2024-22.02.28 (Exp.08.02.28) on Indices	22.02.2028	   	
XS	GK000141097	BNP Paribas Iss	730	CH132975002	XS2716251462	6		4Y Phoenix Snowball Worst-of on SX7P (Banks), SX	Reverse Convertible	2024-23.02.28 (Exp.09.02.28) on Indices	23.02.2028	   	
FR	GK000408308	Mor Stan & Co	402	CH132975005	FRIP000009J1	6		Athena Put Leverage sur STLAP	Underlying Tracker	2024-14.02.29 (Exp.07.02.29) on Stellantis Br Rg	14.02.2029	   	
XS	GK000197171	BNP Paribas	470	CH132975014	XS2707456443	6		6 Months HKD Stock Basket Fixed Coupon Daily Cal	10.32 % Reverse Convertible	2024-28.08.24 (Exp.23.08.24) on Equities	28.08.2024	   	
XS	GK000197171	BNP Paribas	470	CH132975028	XS2707456872	6		90 Days USD Single Stock Zero Interest Bull Equi	Reverse Convertible	2024-23.05.24 (Exp.21.05.24) on NVIDIA CORP	23.05.2024	   	
XS	GK000197171	BNP Paribas	470	CH132975030	XS2707456955	6		18 Months USD Single Index Bull Bear Notes with	Protection Participation	2024-27.08.25 (Exp.25.08.25) on S&P 500	27.08.2025	   	
XS	GK000197171	BNP Paribas	470	CH132975033	XS2707456369	6		2 Months USD Single Stock Fixed Coupon Notes	10 % Reverse Convertible	2024-30.04.24 (Exp.23.03.24) on TESLA	30.04.2024	   	
XS	GK000132636	Morgan Stanley	730	CH132975036	XS2754690258	6		SINGLE SHARE LINKED NOTES DUE 29 MAY 2024	0.8333 % (pro rata) Reverse Convertible	2024-29.05.24 (Exp.27.05.24) on INVESCO DB SILVR FD	29.05.2024	   	
XS	GK000197171	BNP Paribas	470	CH132975041	XS2707456799	6		6 Months AUD Hybrid Basket Fixed Coupon Periodic	9.45 % Reverse Convertible	2024-27.08.24 (Exp.23.08.24) on Equities	27.08.2024	   	
XS	GK000673151	Toronto Dominion Bk	184	CH132975047	XS2637933156	6		Autocallable Contingent Interest Barrier Notes L	Reverse Convertible	2024-08.05.25 (Exp.05.05.25) on Indices	08.05.2025	   	
XS	GK000286585	Santander Intl	510	CH132975048	XS2764782228	6		1Y 6M USD Autocallable Memory Coupon Phoenix Sha	Reverse Convertible	2024-11.08.25 (Exp.04.08.25) on Tesla	11.08.2025	   	
XS	GK000408308	Mor Stan & Co	402	CH132975049	XS2754682586	6		WORST OF SHARES LINKED NOTES DUE 27 AUGUST 2024	1 % (pro rata) Reverse Convertible	2024-27.08.24 (Exp.23.08.24) on Equities	27.08.2024	   	
XS	GK000513450	BBVA Glob Mrkt	730	CH132975050	XS2696235949	6		Autocallable on Share due 2029	Reverse Convertible	2024-15.02.29 (Exp.01.02.29) on BNP PARIBAS A	15.02.2029	   	
XS	GK000197171	BNP Paribas	470	CH132975054	XS2707456286	6		6 Months USD Hybrid Basket Fixed Coupon Periodic	12 % Reverse Convertible	2024-30.08.24 (Exp.23.08.24) on Equities	30.08.2024	   	
XS	GK000197171	BNP Paribas	470	CH132975061	XS2707456104	6		3 Months USD Stock Basket Fixed Coupon Periodic	20.04 % Reverse Convertible	2024-28.05.24 (Exp.23.05.24) on Equities	28.05.2024	   	
XS	GK000360488	Barclays Bank	402	CH132975064	XS2706669657	6		Autocallable Barrier Phoenix Certificate Linked	Reverse Convertible	2024-19.02.27 (Exp.12.02.27) on Banco BPM	19.02.2027	   	
XS	GK000360488	Barclays Bank	402	CH132975067	XS2700681898	6		Autocallable Barrier Phoenix Certificate Linked	Reverse Convertible	2024-06.02.26 (Exp.30.01.26) on Kone-B	06.02.2026	   	
XS	GK000360488	Barclays Bank	402	CH132975382	XS2706669145	6		Autocallable Barrier Worst-of Phoenix Certificat	Reverse Convertible	2024-19.08.27 (Exp.12.08.27) on Equities	19.08.2027	   	
DE	GK000025844	DekaBank	044	CH132975684	DE000DK1A7W5	6		DekaBank Express-Zertifikat Memory mit Airbag 05	Reverse Convertible	2024-21.05.30 (Exp.14.05.30) auf MSCI WR CCES 4.5%DC	21.05.2030	   	
DE	GK000025844	DekaBank	044	CH132975685	DE000DK1A7U9	6		DekaBank Express-Zertifikat Memory mit Airbag 05	Reverse Convertible	2024-21.05.30 (Exp.14.05.30) auf ESTX50 EUR P	21.05.2030	   	
DE	GK000025844	DekaBank	044	CH132975686	DE000DK1A7R5	6		DekaBank Express-Zertifikat Memory mit Airbag 05	Reverse Convertible	2024-21.05.30 (Exp.14.05.30) auf MSCI WR CCES 4.5%DC	21.05.2030	   	
DE	GK000025844	DekaBank	044	CH132975687	DE000DK1A7Q7	6		DekaBank Express-Zertifikat Memory mit Airbag 05	Reverse Convertible	2024-21.05.30 (Exp.14.05.30) auf ESTX50 EUR P	21.05.2030	   	
DE	GK000025844	DekaBank	044	CH132975688	DE000DK1A7X3	6		DekaBank Express-Zertifikat Memory mit Airbag 05	Reverse Convertible	2024-21.05.30 (Exp.14.05.30) auf ESTX50 EUR P	21.05.2030	   	
DE	GK000025844	DekaBank	044	CH132975689	DE000DK1A7T1	6		DekaBank Express-Zertifikat Memory mit Airbag 05	Reverse Convertible	2024-21.05.30 (Exp.14.05.30) auf ESTX50 EUR P	21.05.2030	   	
DE	GK000025844	DekaBank	044	CH132975690	DE000DK1A705	6		DekaBank Express-Zertifikat Memory mit Airbag 05	Reverse Convertible	2024-21.05.30 (Exp.14.05.30) auf ESTX50 EUR P	21.05.2030	   	
DE	GK000025844	DekaBank	044	CH132975691	DE000DK1A7S3	6		DekaBank Express-Zertifikat Memory mit Airbag 05	Reverse Convertible	2024-21.05.30 (Exp.14.05.30) auf ESTX50 EUR P	21.05.2030	   	
DE	GK000025844	DekaBank	044	CH132975692	DE000DK1A7Y1	6		DekaBank Express-Zertifikat Memory mit Airbag 05	Reverse Convertible	2024-21.05.30 (Exp.14.05.30) auf MSCI WR CCES 4.5%DC	21.05.2030	   	
DE	GK000025844	DekaBank	044	CH132975693	DE000DK1A7Z8	6		DekaBank Express-Zertifikat Memory mit Airbag 05	Reverse Convertible	2024-21.05.30 (Exp.14.05.30) auf ESTX50 EUR P	21.05.2030	   	
SM	GK000017049	UniCredit	525	CH132975725	IT0005569261	6		Base Prospectus for the issuance of Single Under	0.57 % (pro rata) Reverse Convertible	2024-08.02.27 (Exp.01.02.27) on Equities	08.02.2027	   	
XS	GK000197171	BNP Paribas	470	CH132976037	XS2707874017	6		5 Months JPY Single Stock Fixed Coupon Periodic	15 % Reverse Convertible	2024-05.08.24 (Exp.29.07.24) on Sumitomo	05.08.2024	   	
XS	GK000141097	BNP Paribas Iss	730	CH132976038	XS2699268483	6		3,300 EUR Credit Linked Certificates referencing	4.55 % Structured Note	2024-08.01.29 on INTESA SANPAOLO SPA	08.01.2029	   	
FR	GK000607359	SG Issuer	576	CH132976040	FR001400NB30	6		Proximite Autocall Taux Mars 2024	Protection Participation	2024-15.03.34 (Exp.08.03.34) on ICE EURIBBF10Y	15.03.2034	   	
XS	GK000360488	Barclays Bank	402	CH132976042	XS2700686186	6		Autocallable Barrier Phoenix Certificate Linked	Reverse Convertible	2024-06.02.26 (Exp.30.01.26) on Dollar General	06.02.2026	   	
FR	GK000607359	SG Issuer	576	CH132976070	FRSG00014OH7	6		5Y EUR Recovery Note sur Moderna Inc, BNP PARIBA	Reverse Convertible	2024-14.02.29 (Exp.07.02.29) on Equities	14.02.2029	   	
FR	GK000408308	Mor Stan & Co	402	CH132976646	FRIP00000979	6		3 Year EUR Worst of Phoenix Autocall Notes linke	Reverse Convertible	2024-15.02.27 (Exp.08.02.27) on Equities	15.02.2027	   	
XS	GK000141097	BNP Paribas Iss	730	CH132976659	XS2705259112	6		3Y Low Barrier Cash Collect Callable Certificate	Reverse convertible	2024-25.02.27 (Exp.16.02.27) on Equities	25.02.2027	   	
XS	GK000324278	Mediobanca Intl Lux	576	CH132976965	XS2767236933	6		Reverse Convertible Certificates linked to INTC	8.77 % Reverse Convertible	2024-12.02.25 (Exp.10.02.25) on 5.9 Intel 63 Nts	12.02.2025	   	
XS	GK000141097	BNP Paribas Iss	730	CH132977087	XS2705283252	6		3,700 EUR Credit Linked Certificates referencing	4.5 % Structured Note	2024-08.01.29 on Reference Entities	08.01.2029	   	
XS	GK000360488	Barclays Bank	402	CH132977090	XS2700686269	6		Autocallable Barrier Phoenix Certificate Linked	Reverse Convertible	2024-06.02.26 (Exp.30.01.26) on Estee Lauder	06.02.2026	   	
FR	GK000607359	SG Issuer	576	CH132977093	FRSG00014NL1	6			Structured Note	2024-23.04.29 on	23.04.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH132977101	XS2712391734	6		Certificates relating to 3 Shares due 24 Februar	Reverse convertible	2024-24.02.27 (Exp.15.02.27) on Equities	24.02.2027	   	
FR	GK000607359	SG Issuer	576	CH132977102	FRSG00014OE4	6		Etoile Rendement 6	Reverse Convertible	2024-29.05.34 (Exp.22.05.34) on Equities	29.05.2034	   	
XS	GK000637212	Citigroup	576	CH132977103	XS2690036772	6		Issue of Up to Units of EUR 1,000 Memory Coupon	Reverse Convertible	2024-02.02.26 (Exp.26.01.26) on Equities	02.02.2026	   	
FR	GK000607359	SG Issuer	576	CH132977661	FRSG00014J35	6		Phoenix Plus Worst Of sur Engie and TotalEnergie	Reverse Convertible	2024-27.12.28 (Exp.18.12.28) on Equities	27.12.2028	   	
FR	GK000408308	Mor Stan & Co	402	CH132977662	FRIP000009G7	6		Phoenix Memoire Worst Of Low Strike Fevrier 2024	Underlying Tracker	2024-14.02.29 (Exp.07.02.29) on Equities	14.02.2029	   	
XS	GK000360488	Barclays Bank	402	CH132977663	XS2674334961	6		Autocallable Barrier Phoenix Certificate Linked	Reverse Convertible	2024-02.02.27 (Exp.26.01.27) on Equities	02.02.2027	   	
XS	GK000080479	BNP Paribas	369	CH132977714	XS2769856126	6		SL - PHOENIX MEMOIRE FAST TRIMESTRIEL PANIER WOM	Reverse Convertible	2024-22.03.34 (Exp.15.03.34) On Equities	22.03.2034	   	
FR	GK000408308	Mor Stan & Co	402	CH132978351	FRIP000009I3	6		Phenix Memoire MerQube ENGIE 1.20	Reverse Convertible	2024-14.02.34 (Exp.07.02.34) on MerQube	14.02.2034	   	
UK	GK000391856	Goldmn Sach Itl	333	CH132978475	ZAE000332722	6			Structured Instrument	2024- 15.02.27 onment	15.02.2027	   	
DE	GK000011554	UniCredit Bank	044	CH132978487	DE000HW6UJ11	6		EUR Express Plus Certificateon the shares of Bay	Reverse Convertible	2024-19.02.29 (Exp.12.02.29) on BMW	19.02.2029	   	
UK	GK000391856	Goldmn Sach Itl	333	CH132978517	ZAE000332730	6			Structured Instrument	2024- 15.02.27 onment	15.02.2027	   	
DE	GK000011554	UniCredit Bank	044	CH132978526	DE000HW6UJ29	6		CZK Express Plus Certificate on the shares of Sa	Reverse Convertible	2024-19.02.29 (Exp.12.02.29) on SANOFI	19.02.2029	   	
UK	GK000391856	Goldmn Sach Itl	333	CH132978545	ZAE000332748	6			Structured Instrument	2024- 15.02.29 onment	15.02.2029	   	
XS	GK000286585	Santander Intl	510	CH132978556	XS2765731950	6		5Y EUR Autocallable Memory Coupon Phoenix Share	Reverse Convertible	2024-20.02.29 (Exp.06.02.29) on Equities	20.02.2029	   	
XS	GK000197956	Itau Unibanco	102	CH132978659	XS2768802840	6		Fixed Rate Credit-Linked Notes due January 5th,	5.4 % Structured Note	2024-05.01.29 on AMAZON COM	05.01.2029	   	
XS	GK000610990	Merrill Lynch	730	CH132978661	XS2703714936	6		Cumulative Auto Callable Certificates	Reverse Convertible	2024-20.02.26 (Exp.09.02.26) on Ford Motor Co	20.02.2026	   	
XS	GK000197956	Itau Unibanco	102	CH132978662	XS2768802923	6		Fixed Rate Credit-Linked Notes due January 6th,	5.35 % Structured Note	2024-06.01.27 on GLENCORE INTERNATIONAL	06.01.2027	   	
XS	GK000197956	Itau Unibanco	102	CH132978663	XS2768803145	6		Fixed Rate Credit-Linked Notes due January 5th,	5.4 % Structured Note	2024-05.01.29 on AMAZON COM	05.01.2029	   	
XS	GK000610990	Merrill Lynch	730	CH132978664	XS2703714779	6		Cumulative Auto Callable Certificates	Reverse Convertible	2024-21.02.25 (Exp.10.02.25) on VanEck Gold Miners ETF	21.02.2025	   	
XS	GK000610990	Merrill Lynch	730	CH132978665	XS2703714852	6		Worst-Of Cumulative Auto Callable Certificates	7.28  % Reverse Convertible	2024-21.02.25 (Exp.10.02.25) on Equities	21.02.2025	   	
XS	GK000197956	Itau Unibanco	102	CH132978666	XS2768803061	6		Fixed Rate Credit-Linked Notes due January 5th,	6.55 % Structured Note	2024-05.01.29 on GLENCORE INTERNATIONAL	05.01.2029	   	
XS	GK000610990	Merrill Lynch	730	CH132978667	XS2703714696	6		Worst-Of Cumulative Auto Callable Certificates	Reverse Convertible	2024-21.02.25 (Exp.10.02.25) on Equities	21.02.2025	   	
XS	GK000197171	BNP Paribas	470	CH132978670	XS2707456526	6		24 Months USD Single Stock Periodic Callable (Da	Reverse Convertible	2024-19.02.26 (Exp.17.02.26) on NVIDIA	19.02.2026	   	
LA	GK000083566	BBVA Mexico GFB	628	CH132979434	MXWADA0W0001	6			Underlying Tracker	2024-10.02.25 (Exp.06.02.25) on Delta Air Lines	10.02.2025	   	
LA	GK000083566	BBVA Mexico GFB	628	CH132979437	MXWATS1J0005	6			Underlying Tracker	2024-10.02.25 (Exp.06.02.25) on Taiwan Semicon	10.02.2025	   	
LA	GK000083566	BBVA Mexico GFB	628	CH132979447	MXWATG0N0005	6			1.25 % (pro rata) Reverse Convertible	2024-12.02.25 (Exp.10.02.25) on Target	12.02.2025	   	
LA	GK000058928	Santander	628	CH132979457	MXWAEN070005	6			3.15 % (pro rata) Reverse Convertible	2024-16.08.24 (Exp.14.08.24) on Enphase	16.08.2025	   	
DE	GK000022291	Ldbk Baden-Wuertt	044	CH132989947	DE000LB39B08	6		LBBW LANXESS Bonitatsabhangige Schuldverschreibu	3.4 % Structured Note	2024-12.01.27 on LANXESS	12.01.2027	   	
DE	GK000022291	Ldbk Baden-Wuertt	044	CH132989948	DE000LB39BS8	6		LBBW Heidelberg Materials Bonitatsabhangige Schu	3 % Structured Note	2024-12.01.28 on HeidelbergCement	12.01.2028	   	
DE	GK000022291	Ldbk Baden-Wuertt	044	CH132989949	DE000LB39BT6	6		LBBW Mercedes-Benz Group Bonitatsabhangige Schul	3 % Structured Note	2024-12.01.29 on Mercedes-BenzGr	12.01.2029	   	
DE	GK000022291	Ldbk Baden-Wuertt	044	CH132989950	DE000LB39BU4	6		LBBW ArcelorMittal Bonitatsabhangige Schuldversc	3.8 % Structured Note	2024-12.01.29 on ArcelorMittal	12.01.2029	   	
DE	GK000022291	Ldbk Baden-Wuertt	044	CH132989951	DE000LB39BV2	6		LBBW Continental Bonitatsabhangige Schuldverschr	3.2 % Structured Note	2024-12.01.29 on Continental	12.01.2029	   	
DE	GK000022291	Ldbk Baden-Wuertt	044	CH132989952	DE000LB39BW0	6		LBBW LANXESS Bonitatsabhangige Schuldverschreibu	4.1 % Structured Note	2024-12.01.29 on LANXESS	12.01.2029	   	
DE	GK000022291	Ldbk Baden-Wuertt	044	CH132989953	DE000LB39BX8	6		LBBW Volkswagen Bonitatsabhangige Schuldverschre	3.7 % Structured Note	2024-14.01.30 on Volkswagen	14.01.2030	   	
DE	GK000022291	Ldbk Baden-Wuertt	044	CH132989954	DE000LB39BY6	6		LBBW HOCHTIEF Bonitatsabhangige Schuldverschreib	3.85 % Structured Note	2024-14.01.30 on Hochtief	14.01.2030	   	
DE	GK000022291	Ldbk Baden-Wuertt	044	CH132989955	DE000LB39BZ3	6		LBBW Sudzucker Bonitatsabhangige Schuldverschrei	3.25 % Structured Note	2024-14.01.30 on Suedzucker	14.01.2030	   	
XS	GK000141097	BNP Paribas Iss	730	CH132999409	XS2717635226	6		Issue of Fixed Rate Notes with Share Linked Rede	8.24 % Reverse Convertible	2024-04.03.26 (25.02.26) on Equities	04.03.2026	   	
US	GK000485225	SocieteGenerale	369	CH132999412	US83370FU368	6	100.0	CAPPED NOTES LINKED TO AN INDEXSERIES 2024-173 D	Underlying Tracker	2024-11.02.27 (Exp.08.02.27)on Euro Stox Series 2024-173	11.02.2027	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH132999419	XS2751043709	6		USD Index Linked Autocallable Note (the "Notes")	Reverse Convertible	2024-01.03.27 (Exp.19.02.27) on Indices	01.03.2027	   	
US	GK000080479	BNP Paribas	369	CH132999421	US05611LYC17	6		CONTINGENT INCOME NOTES LINKED TO THE WORST OF T	Reverse Convertible	2024-16.02.27 (Exp.10.02.27) on Indices Series 12746	16.02.2027	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH132999422	XS2751043618	6		JPY Index Linked Autocallable Note (the "Notes")	Reverse Convertible	2024-01.03.27 (Exp.19.02.27) on Indices	01.03.2027	   	
US	GK000080479	BNP Paribas	369	CH132999423	US05611LZ482	6		NOTES LINKED TO THE WORST OF THE NASDAQ 100 INDE	Underlying Tracker	2024-16.02.27 (Exp.10.02.27) on Indices Series 12770	04.05.2027	   	
US	GK000080479	BNP Paribas	369	CH132999504	US05611LZ896	6		Contingent Income Notes Linked To The Worst-Of B	Underlying Tracker	2024-09.02.26 (Exp.04.02.26) on Equities Series 12774	09.02.2026	   	
XS	GK000513450	BBVA Glob Mrkt	730	CH132999523	XS2696257919	6		Phoenix Memory on Index due 2029	Reverse Convertible	2024-20.02.29 (Exp.12.02.29) on ESTX50 EUR P	20.02.2029	   	
US	GK000042024	HSBC USA	333	CH132999580	US40447AVK77	6		Buffered Market Participation Notes	Underlying Tracker Underlying Tracker	2024-05.08.25 (Exp.31.07.25) on Indices	05.08.2025	   	
US	GK000042024	HSBC USA	333	CH132999581	US40447AVJ05	6		Buffered Accelerated Market Participation Securi	Underlying Tracker Underlying Tracker	2024-05.08.25 (Exp.31.07.25) on Russell 2000	05.08.2025	   	
US	GK000499341	GS Finance	333	CH132999582	US40057K6B45	6		Autocallable Contingent Coupon Equity Linked Not	Reverse Convertible Reverse Convertible	2021-29.11.27 (Exp.19.11.27) on Equities Series F	29.11.2027	   	
US	GK000042024	HSBC USA	333	CH132999583	US40447AVN17	6		Callable Contingent Income Barrier Notes	Reverse Convertible Reverse Convertible	2024-05.08.25 (Exp.31.07.25) on Indices	05.08.2025	   	
US	GK000042024	HSBC USA	333	CH132999584	US40447AVP64	6		Autocallable Barrier Notes with Step up Premium	Reverse Convertible Reverse Convertible	2024-05.02.27 (Exp.02.02.27) on Indices	05.02.2027	   	
US	GK000042024	HSBC USA	333	CH132999585	US40447AVV33	6		Digital Upside Return Notes	Reverse Convertible Reverse Convertible	2024-05.05.25 (Exp.30.04.25) on Indices	05.05.2025	   	
US	GK000662425	Bank of Montreal	184	CH132999586	US06375MRQ05	6		Callable Barrier Notes with Contingent Coupons d	Reverse Convertible Reverse Convertible	2024-05.02.26 (Exp.02.02.26) on Russell 200 Series I	05.02.2026	   	
US	GK000042024	HSBC USA	333	CH132999587	US40447AVR21	6		Callable Notes with Contingent Return	Reverse Convertible Reverse Convertible	2024-05.03.25 (Exp.28.02.25) on S&P 500	05.03.2025	   	
US	GK000042024	HSBC USA	333	CH132999588	US40447AVM34	6		Callable Contingent Income Barrier Notes	Reverse Convertible Reverse Convertible	2024-05.05.25 (Exp.30.04.25) on Indices	05.05.2025	   	
US	GK000042024	HSBC USA	333	CH132999589	US40447AVT86	6		Dual Directional Buffered Notes	Underlying Tracker Underlying Tracker	2024-05.03.25 (Exp.28.02.25) on S&P 500	05.03.2025	   	
US	GK000042024	HSBC USA	333	CH132999590	US40428HZW59	6		Autocallable Contingent Income Barrier with Memo	Reverse Convertible Reverse Convertible	2024-01.02.27 (Exp.27.01.27) on Equities	01.02.2027	   	
US	GK000711153	MStanley Fin	333	CH132999591	US61771WFM55	6		Jump Securities with Auto Callable Feature due F	Underlying Tracker	2024-05.02.29 (Exp.31.01.29) on Indices Series A	05.02.2029	   	
US	GK000711153	MStanley Fin	333	CH132999592	US61771WEU80	6		Market-Linked Notes due January 31, 2029 Based t	Protection Participation	2024-31.01.29 (Exp.26.01.29) on Morgan Stanley Series A	31.01.2029	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132999593	US48134WJL28	6	15.0	Capped Buffered Equity Notes Linked to the S&P 5	Underlying Tracker	2024-26.02.26 (Exp.23.02.26) on S&P 500 Series A	26.02.2026	   	
US	GK000711153	MStanley Fin	333	CH132999594	US61771WEP95	6		Market Linked Notes due January 29, 2026 Based o	Protection Participation	2024-29.01.26 (Exp.26.01.26) on S&P 500 Series A	29.01.2026	   	
US	GK000662425	Bank of Montreal	184	CH132999595	US06375MR645	6		Autocallable Barrier Enhanced Return Notes due F	Underlying Tracker	2024-05.02.27 (Exp.02.02.27) on S&P 500 Series I	05.02.2027	   	
US	GK000711153	MStanley Fin	333	CH132999596	US61771WFS26	6	10.0	Dual Directional Buffered PLUS Based on the Valu	Underlying Tracker	2024-05.11.25 (Exp.31.10.25) on Indices Series A	05.11.2025	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132999597	US48134WHW01	6		Auto Callable Contingent Interest Notes Linked t	Reverse Convertible	2024-18.02.27 (Exp.12.02.27) on Equities Series A	18.02.2027	   	
US	GK000711153	MStanley Fin	333	CH132999598	US61771WFK99	6		Contingent Income Buffered Auto Callable Securit	Reverse Convertible	2024-29.10.26 (Exp.26.10.26) on Funds Series A	29.10.2026	   	
US	GK000673151	Toronto Dominion Bk	184	CH132999599	US89115FPY15	6		Callable Contingent Interest Barrier Notes Linke	Reverse Convertible	2024-24.01.29 (Exp.19.01.29) on Indices Series E	24.01.2029	   	
US	GK000662425	Bank of Montreal	184	CH132999600	US06375MRL18	6	10.0	Buffer Enhanced Return Notes due February 05, 20	Underlying Tracker	2024-05.02.26 (Exp.02.02.26) on S&P 500 Series I	05.02.2026	   	
